repo,id,text,repo_level,symptom_cate,entity_layer,root_cause,root_cause_sub
n5ro/aframe-physics-system,58,"Version 2.0.0 does not fire collision events | Given the following code:```html<a-scene physics=""debug: true"">  <a-box id=""box"" dynamic-body="""" position=""0 10 0"" color=""red""></a-box>  <a-box id=""world"" static-body position=""0 0 0"" scale=""9.5 0.2 9.5"" rotation=""0 0 0"" color=""cyan""></a-box></a-scene><script>document.getElementById('box').addEventListener('collide', function() {  console.log('collided!')})</script>```This is firing the `collide` events just fine when using v1.4.3 but doesn't fire a",C4,IC,L4,RLM,Improper Shutdown
n5ro/aframe-physics-system,160,"Cones have Inverted physics | While testing something with dynamic bodies and static bodies. I have found that dynamic body physics are inverted for cone primitives. This seems to only apply to those shapes, as others have proper hitboxes.[Cone Physics Reversed.zip](https://github.com/donmccurdy-up-for-adoption/aframe-physics-system/files/5204984/Cone.Physics.Reversed.zip)",C4,SD,L4,TDI,
networked-aframe/networked-aframe,34,"Clients Not Visible in WebVR on Samsung Internet | Using the Galaxy S8 on Google Chrome I can view other clients. But when using Samsung WebVR, no other clients are visible and the server doesn't even detect me connecting. WebRTC is set to false.",C4,IC,L5,UPF,
networked-aframe/networked-aframe,213,"NAF Shooter - bullets only show for others | Hi there, in NAF Shooter it seems that the user who instantiates the bullets doesn't see them, only others participants do.",C4,VF,L4,IAC,
networked-aframe/networked-aframe,353,"Fix conflicting button style in aframe inspector | The issue was this, aframe inspector is using the button class on the inspector buttons, conflicting with the css rule we have in style.css![Capture d’écran de 2022-07-28 13-20-29](https://user-images.githubusercontent.com/112249/181493642-e63e680b-d822-430c-b947-9d706b67d1c2.png)To fix the issue I modified the css rule to target the buttons in the actions div.If you have some examples that is using the style.css and the button class, be sure to",C4,AF,L3,RLM,Improper Operation
networked-aframe/networked-aframe,402,"Share Screen Issue | I have been trying to find a solution to an issue where when person A shares their screen, person B is able to see it. However, if person B refreshes the screen while person A is still sharing their screen, person B is no longer able to see the shared screen. This appears to be a known issue:From Example: [basic-multi-streams.html](https://github.com/networked-aframe/networked-aframe/blob/master/examples/basic-multi-streams.html)      Known issues with this demo, some cases ",C4,SD,L3,RLM,Improper Shutdown
networked-aframe/networked-aframe,437,"Fix color-changer button not working when there is another button in the page | In the nametag example, fix color-changer button not working when there is another button in the page because the selector was too generic.",C4,IC,L3,ICFM,Scope Mismatch
networked-aframe/networked-aframe,444,"Fix networked-video-source has a bad color space with a-frame v1.5.0 | Hello,networked-video-source has a bad color space with a-frame v1.5.0 and current aframe-master (12/12/2023)(with colorManagement : true)A-frame code example : `<a-plane id=""cameraAvatar"" class=""cameraAvatar"" material=""shader:flat;side: back;fog: false;"" width=""2.3"" height=""1.30"" shadow=""cast: false; receive: false"" networked-video-source=""streamName: video""></a-plane>`Result : ![Untitled-14](https://github.com/networked-afr",C4,AF,L4,IAC,
networked-aframe/networked-aframe,451,"fix networked-hand-controls issues with aframe-v1.5.0 | The networked-hand-controls component doesn't work properly with aframe-v1.5.0:1. Hand color is not updated (example: `networked-hand-controls=""hand:left;color:gold;""`).    To make it work replace:    https://github.com/networked-aframe/networked-aframe/blob/0f8452331d1d62fed9a76aaf4ab29961c1cc064e/src/components/networked-hand-controls.js#L219-L220    with:    ```    const handColor = this.data.color;    newMesh.traverse(function (object) ",C4,IC,L1,ICFM,Scope Mismatch
ngokevin/aframe-core,150,"show ""Enter VR"" button when page is iframed but not in loader (fixes #149) | r? @caseyyee ",C3,AF,L3,RLM,Improper Operation
ngokevin/aframe-core,176,"emit click/hover events for first intersection Fixes #174 | <img width=""1440"" alt=""screen shot 2015-09-22 at 10 42 06 am"" src=""https://cloud.githubusercontent.com/assets/1823839/10026458/c4badace-6116-11e5-9fca-2888860a3a6a.png"">",C3,AF,L1,RLM,Improper Operation
ngokevin/aframe-core,302,"add an example of clicking with standard cursor (fixes #297, related to #279) | ",C3,AF,L1,UPF,
ngokevin/aframe-core,332,add example of changing cursor colour on hover (fixes #287) | ![cursor-colour](https://cloud.githubusercontent.com/assets/203725/10774619/7eb0e324-7cbf-11e5-90c5-ed22d8ee17be.gif),C3,RA,L3,UPF,
ngokevin/aframe-core,418,"add fog to scene (fixes #102) | <img width=""1440"" alt=""screen shot 2015-11-12 at 4 19 07 pm"" src=""https://cloud.githubusercontent.com/assets/674727/11135366/3a7b7182-8959-11e5-893b-cd1916548c5b.png"">",C3,RA,L4,UPF,
ngokevin/aframe-core,424,fix cursor for visibility example | it looks like PR #379 updated the camera conventions and the visibility PR (#344) wasn't updated as such. so this fixes that.,C3,VF,L5,UPF,
ngokevin/aframe-core,481,"fix ""Enter VR"" when stats are not shown | fixes entering VR in aframe: MozVR/aframe#164",C3,RS,L3,IIV,
ngokevin/aframe-core,486,"animation tests | Wanted tests before trying to add animations for component attributes- Mostly tests behavior rather than individual methods- Got carried away and reordered some methods sort of arbitrarily based on what I felt like were the most important methods (tween creator, start, stop, update). - Changed some defaults. fill -> forward, easing -> linear.- s/running/isRunning- Bug fix, don't run attributeChangedCallback if the animation element has not yet loaded.- Bug fix, don't try to sta",C3,AF,L4,IIV,
ngokevin/aframe-core,511,Added doublesided material for dics and rings on Geometries example | Added doublesided material for dics and rings on Geometries example otherwise the objects will be invisible half of the time.,C3,AF,L4,IIV,
ngokevin/aframe-core,519,"fix animation not starting at entity default value (fixes #494) | the defaults object had an incorrectly truthy value from `from` causing the animation to never read the current value of the entity. i added a test which fails before the fix, and passes after the fix:![scale](https://cloud.githubusercontent.com/assets/674727/11378512/6c300b0c-92a0-11e5-923a-2a5e31cf6ae3.gif)",C3,IC,L4,IAC,
ngokevin/aframe-core,539,"Updated defaults for cameras and objects, and examples to match. Fixes #469 | A bunch of small updates here to default camera position and geometry sizes. And then to all the examples so they match.A few notes:- Camera default FOV is no 80°. This is a close match to the FOV of the DK2, and ensures that 2D mode matches VR mode, leading to less layout discrepancies.- Camera default position is now ""0 1.8 4"". Roughly standing height for adult male, and a reasonable 4 meters back. Geometry sizes hav",C3,SD,L5,UPF,
ngokevin/aframe-core,574,"more responsive vr button (fixes #20) | - Color/opacity Stats HUD, make it more compact- Responds about when the VR button is about to clash with the Stats HUD- VR button on bottom right on smaller screens, reasoning that it is easier to reach<img width=""420"" alt=""screen shot 2015-12-02 at 12 08 47 pm"" src=""https://cloud.githubusercontent.com/assets/674727/11542720/7ef73582-98ed-11e5-9e02-40afedef383d.png""><img width=""735"" alt=""screen shot 2015-12-02 at 12 08 50 pm"" src=""https://cloud.githubuser",C3,SD,L3,RLM,Improper Shutdown
ngokevin/aframe-core,672,Release orientation lock | Fixes issue with orientation lock not releasing after pressing Back button to Exit VR on mobile Chrome.,C3,IC,L1,ICFM,Pipeline Misordering
ngokevin/aframe-core,673,enter VR not hiding correctly | fixes CSS specificity issue on class.,C3,SD,L3,ICFM,Scope Mismatch
oneMillionWorlds/Tamarin,1,"Hands ""jitters"" when moving | Hi @richardTingle,It's something I've noticed in TamarinBed and in my game.When moving with the right thumbstick, ie the nausea inducing movement, the hands are offset from the camera. I should make a video, because it's hard to explain... Steps to reproduce :- start the ""moving"" examples in Tamarinbed- look at one hand, let's say the left- move forward with the right thumbstick, just a little bit- see that right as we start moving, the left hand is moved to another",C4,VF,L2,GCE,Incorrect Calculation
osrf/vrx,135,"return laserscan from the water surface | **Original report ([archived issue](https://osrf-migration.github.io/vrx-gh-pages/#!/osrf/vrx/issues/135)) by Masaya Kataoka (Bitbucket: [hakuturu583](https://bitbucket.org/%7Bfd49a92b-7bd6-4ce7-b2c9-3c8d9f9a2835%7D/)).**----------------------------------------The water surface in the real world does not returns laser scan, but VRX water surface returns the laser scam.![](https://osrf-migration.github.io/vrx-gh-pages/data/bitbucket.org/repo/BgXLzgM/image",C5,SD,L4,UPF,
osrf/vrx,140,"There is no camera optical link | **Original report ([archived issue](https://osrf-migration.github.io/vrx-gh-pages/#!/osrf/vrx/issues/140)) by Masaya Kataoka (Bitbucket: [hakuturu583](https://bitbucket.org/%7Bfd49a92b-7bd6-4ce7-b2c9-3c8d9f9a2835%7D/)).**----------------------------------------I found that there is no camera optical link, and it violates rep 103.\\\\([https://www.ros.org/reps/rep-0103.html](https://www.ros.org/reps/rep-0103.html)\\\\)",C5,VF,L5,IIV,
osrf/vrx,162,"View of dock symbols in fog shows all symbols superimposed | **Original report ([archived issue](https://osrf-migration.github.io/vrx-gh-pages/#!/osrf/vrx/issues/162)) by Brian Bingham (Bitbucket: [brian_bingham](https://bitbucket.org/%7B9cdea257-248f-486e-8858-49d8485a916f%7D/)).**----------------------------------------When adding fog to the scene, the dock symbols have a ghosting artifact evident .How to reproduce:1. In default branch run  `roslaunch vrx_gazebo dock.launch verbose:=true`    1",C5,RA,L5,UPF,
osrf/vrx,352,Fix ball launcher in Rviz | See issue #344.This is a bit of  a hack but adding symbolic links to the textures from the mesh directory seems to fix the issue.![rviz_shooter](https://user-images.githubusercontent.com/1440739/132877405-e34b3e3a-589d-47d0-8221-4ab885eb3c0d.png),C5,AF,L4,IIV,
osrf/vrx,361,Enable reflections and refractions | The reflection/refraction effect wasn't working. This pull request solves the problem and enables back this effect.![reflections](https://user-images.githubusercontent.com/1440739/132992843-08389f05-5ec0-4db3-9322-0f757d2f1bf5.gif),C5,RA,L4,ICFM,Scope Mismatch
