repo,id,symptom_annotator_1,symptom_annotator_2,symptom_annotator_3,symptom_annotator_4,symptom_annotator_5,symptom_final,rootcause_annotator_1,rootcause_annotator_2,rootcause_annotator_3,rootcause_annotator_4,rootcause_annotator_5,rootcause_final,entity_annotator_1,entity_annotator_2,entity_annotator_3,entity_annotator_4,entity_annotator_5,entity_final
doodlum/skyrim-community-shaders,1558,AF,AF,AF,VF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,1573,AF,AF,AF,AF,AF,AF,UPF,ICFM,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,1590,AF,AF,AF,AF,AF,AF,UPF,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,1592,AF,AF,AF,AF,AF,AF,IIV,GCE,GCE,UPF,GCE,GCE,L3,L3,L3,L3,L5,L3
esperecyan/VRMConverterForVRChat,22,SD,SD,SD,SD,SD,SD,TDI,TDI,TDI,TDI,TDI,TDI,L2,L2,L2,L2,L2,L2
exokitxr/exokit,7,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
exokitxr/exokit,33,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L2,L2,L2,L2,L2,L2
exokitxr/exokit,65,AF,IC,IC,AF,AF,AF,TDI,GCE,ICFM,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
exokitxr/exokit,252,SD,SD,SD,AF,AF,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
exokitxr/exokit,337,VF,RA,AF,RA,RA,RA,ICFM,TDI,TDI,TDI,TDI,TDI,L5,L1,L5,L5,L5,L5
exokitxr/exokit,462,RS,RS,RS,IC,RS,RS,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
exokitxr/exokit,505,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
exokitxr/exokit,609,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L1,L5,L3,L5
exokitxr/exokit,668,AF,AF,AF,AF,AF,AF,ICFM,ICFM,GCE,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
exokitxr/exokit,684,VF,AF,AF,AF,VF,AF,UPF,IIV,RLM,IIV,IIV,IIV,L4,L3,L3,L3,L3,L3
exokitxr/exokit,698,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L2,L4
exokitxr/exokit,729,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
exokitxr/exokit,731,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
exokitxr/exokit,828,VF,VF,VF,VF,VF,VF,GCE,RLM,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
exokitxr/exokit,973,RA,RA,RA,RA,RA,RA,RLM,RLM,TDI,IAC,RLM,RLM,L5,L5,L5,L5,L5,L5
exokitxr/exokit,983,RA,RA,RA,RA,RA,RA,IIV,IAC,RLM,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
exokitxr/exokit,1004,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
exokitxr/exokit,1065,IC,IC,AF,RS,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
exokitxr/exokit,1091,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
exokitxr/exokit,1128,VF,VF,VF,VF,VF,VF,GCE,GCE,UPF,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
exokitxr/exokit,1163,AF,AF,AF,AF,VF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
exokitxr/exokit,1297,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L5,L3,L3,L3
exokitxr/exokit-browser,4,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L1,L3,L3,L3
exokitxr/exokit-web,56,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L2,L4,L4,L4,L4,L4
exokitxr/exokit-web,66,VF,VF,VF,VF,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L1,L1,L1,L1,L1
exokitxr/zeo,126,IC,IC,IC,IC,IC,IC,IAC,IIV,UPF,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
fabio914/RealityMixer,1,RA,RA,RA,RA,RA,RA,UPF,UPF,UPF,UPF,TDI,UPF,L4,L4,L4,L4,L4,L4
facebookarchive/react-360,322,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
facebookarchive/react-360,515,VF,VF,AF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
felixmariotto/three-mesh-ui,102,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L5,L3,L3,L3,L3
felixmariotto/three-mesh-ui,105,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
felixmariotto/three-mesh-ui,128,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
felixmariotto/three-mesh-ui,132,AF,AF,AF,AF,AF,AF,ICFM,ICFM,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
felixmariotto/three-mesh-ui,140,AF,AF,AF,AF,RA,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
fholger/farcry_vrmod,21,AF,AF,IC,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
fholger/openvr_foveated,7,VF,VF,RA,SD,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
fholger/openvr_fsr,131,IC,IC,IC,IC,IC,IC,IIV,RLM,IIV,IIV,IIV,IIV,L1,L1,L3,L1,L1,L1
fholger/thedarkmodvr,2,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
fholger/vrperfkit,30,RS,RS,RS,RS,RS,RS,IIV,GCE,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
fpw/avitab,42,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L1,L4
fpw/avitab,63,AF,AF,IC,AF,AF,AF,ICFM,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
fpw/avitab,121,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L3,L3,L3,L3,L3
fpw/avitab,186,RS,RS,RS,RS,RS,RS,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
fpw/avitab,203,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,TDI,IIV,IIV,L3,L3,L3,L3,L3,L3
fredemmott/HTCC,10,IC,IC,IC,RA,IC,IC,UPF,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
fredemmott/HTCC,24,IC,IC,IC,SD,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
frustra/strayphotons,160,VF,VF,VF,VF,VF,VF,TDI,TDI,TDI,IAC,TDI,TDI,L5,L5,L5,L5,L5,L5
frustra/strayphotons,200,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
frustra/strayphotons,278,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
frustra/strayphotons,310,RA,RA,RA,SD,RA,RA,GCE,GCE,GCE,GCE,IIV,GCE,L5,L5,L5,L5,L5,L5
frustra/strayphotons,329,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
frustra/strayphotons,349,AF,AF,AF,AF,IC,AF,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
frustra/strayphotons,383,IC,RA,RA,RA,RA,RA,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
frustra/strayphotons,479,VF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
frustra/strayphotons,575,RA,RA,RA,SD,RA,RA,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
frustra/strayphotons,576,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,TDI,ICFM,L3,L3,L3,L3,L3,L3
galister/wlx-overlay-x,8,AF,VF,RS,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L4,L1,L1,L1
gearvrf/GearVRf-Demos,97,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
gearvrf/GearVRf-Demos,210,RA,IC,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
gearvrf/GearVRf-Demos,273,RA,RA,RA,RA,SD,RA,IIV,IIV,IIV,IIV,ICFM,IIV,L5,L5,L5,L5,L5,L5
gearvrf/GearVRf-Demos,350,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
gftruj/aframe-hand-tracking-controls-extras,5,IC,IC,IC,IC,IC,IC,IIV,TDI,TDI,TDI,TDI,TDI,L1,L1,L3,L4,L1,L1
google-ar/three.ar.js,31,RA,RA,RA,RA,RA,RA,RLM,RLM,RLM,RLM,GCE,RLM,L4,L4,L4,L4,L4,L4
google-ar/three.ar.js,57,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L4,L4,L4,L4,L4,L4
googlearchive/vrview,36,SD,SD,SD,SD,SD,SD,GCE,TDI,ICFM,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
googlearchive/vrview,199,AF,AF,AF,RS,AF,AF,TDI,IAC,IAC,IAC,IAC,IAC,L3,L3,L1,L3,L3,L3
googlearchive/vrview,207,RA,SD,RA,RA,RA,RA,IAC,IIV,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L2,L5,L5
googlearchive/vrview,208,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
googlearchive/vrview,256,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
googlearchive/webvr-ui,3,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L2,L5,L5,L5
googlevr/blocks,5,SD,SD,SD,SD,SD,SD,RLM,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
gtk2k/Unity-WebVR-Assets,15,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
hackforla/VRMS,259,IC,IC,IC,IC,IC,IC,ICFM,GCE,ICFM,ICFM,IAC,ICFM,L3,L3,L3,L3,L3,L3
hackforla/VRMS,363,AF,AF,AF,AF,AF,AF,ICFM,IIV,IIV,UPF,IIV,IIV,L3,L3,L3,L3,L3,L3
hackforla/VRMS,480,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,536,SD,SD,SD,SD,SD,SD,ICFM,UPF,UPF,TDI,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,537,AF,RS,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
hackforla/VRMS,598,RS,IC,IC,IC,IC,IC,ICFM,UPF,TDI,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,615,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
hackforla/VRMS,770,IC,SD,SD,SD,SD,SD,IAC,UPF,UPF,IAC,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,782,SD,SD,SD,SD,VF,SD,ICFM,ICFM,RLM,ICFM,ICFM,ICFM,L3,L4,L3,L3,L3,L3
hackforla/VRMS,1228,VF,AF,AF,AF,AF,AF,UPF,IIV,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1229,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1339,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1359,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1488,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1492,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L4,L3,L3,L3,L1,L3
hackforla/VRMS,1516,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L5,L3,L3,L3,L5,L3
hackforla/VRMS,1543,AF,AF,AF,AF,AF,AF,ICFM,UPF,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1552,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1554,AF,AF,SD,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L1,L3,L3,L3,L3,L3
hackforla/VRMS,1563,RS,AF,AF,AF,AF,AF,UPF,TDI,UPF,RLM,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1567,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1582,AF,IC,AF,AF,AF,AF,IAC,IAC,IAC,UPF,IAC,IAC,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1608,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1616,IC,IC,IC,IC,VF,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1629,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1634,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1646,SD,SD,SD,SD,SD,SD,ICFM,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1658,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1667,AF,AF,AF,IC,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1676,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1725,AF,AF,AF,AF,AF,AF,UPF,UPF,IAC,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1727,AF,AF,RA,AF,VF,AF,IAC,IIV,IIV,ICFM,IIV,IIV,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1743,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L2,L3,L3,L3,L3
hackforla/VRMS,1744,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1764,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,UPF,TDI,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1765,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L1,L3,L3,L3,L3,L3
hackforla/VRMS,1796,AF,AF,AF,AF,AF,AF,UPF,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1846,AF,AF,AF,AF,AF,AF,UPF,UPF,ICFM,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1848,SD,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1849,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L2,L3,L3,L3,L3,L3
hackforla/VRMS,1850,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L1,L3,L3,L3,L3,L3
hackforla/VRMS,1865,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1868,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,UPF,IAC,ICFM,L2,L3,L2,L3,L3,L3
hackforla/VRMS,1875,RS,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
hackforla/VRMS,1932,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L5,L3,L3,L3,L3,L3
hackforla/VRMS,1989,AF,AF,SD,AF,VF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
hackforla/VRMS,2030,IC,IC,IC,IC,IC,IC,UPF,UPF,UPF,TDI,UPF,UPF,L3,L3,L3,L3,L4,L3
halsafar/BeatSaberSongBrowser,56,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
halsafar/BeatSaberSongBrowser,124,IC,SD,SD,SD,SD,SD,ICFM,IAC,UPF,ICFM,ICFM,ICFM,L3,L3,L5,L3,L5,L3
halsafar/BeatSaberSongBrowser,127,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
halsafar/BeatSaberSongBrowser,129,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
halsafar/BeatSaberSongBrowser,149,SD,SD,SD,IC,RA,SD,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
hammy275/immersive-mc,8,VF,VF,VF,VF,VF,VF,ICFM,IIV,ICFM,ICFM,ICFM,ICFM,L3,L5,L5,L5,L5,L5
hammy275/immersive-mc,45,IC,IC,IC,IC,IC,IC,UPF,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L1,L1,L1
hammy275/immersive-mc,71,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L3,L3,L3,L3,L3
hammy275/immersive-mc,129,IC,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L4,L1
hammy275/immersive-mc,156,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
hammy275/immersive-mc,208,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
hammy275/immersive-mc,246,VF,VF,RS,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
hammy275/immersive-mc,310,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L2,L4,L4,L4
hammy275/immersive-mc,368,SD,SD,SD,SD,SD,SD,TDI,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
hammy275/immersive-mc,409,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
hammy275/immersive-mc,430,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
hammy275/immersive-mc,470,SD,SD,SD,SD,SD,SD,TDI,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
hammy275/immersive-mc,486,AF,AF,AF,AF,AF,AF,ICFM,IIV,UPF,ICFM,RLM,ICFM,L3,L3,L3,L3,L3,L3
hammy275/immersive-mc,512,RA,RA,AF,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
hammy275/immersive-mc,517,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
hammy275/immersive-mc,547,VF,VF,RS,VF,VF,VF,ICFM,UPF,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
hammy275/immersive-mc,552,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
hammy275/immersive-mc,561,IC,IC,IC,IC,IC,IC,TDI,TDI,TDI,ICFM,TDI,TDI,L4,L4,L4,L4,L4,L4
hardcpp/BeatSaberPlus,30,IC,IC,IC,IC,IC,IC,RLM,RLM,GCE,GCE,RLM,RLM,L3,L3,L3,L3,L2,L3
harfang3d/car-simulator,27,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L4,L4,L4,L4,L4,L4
hlrs-vis/covise,102,SD,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
icosa-foundation/open-brush,5,RA,RA,RA,RA,RA,RA,TDI,TDI,TDI,TDI,IIV,TDI,L5,L5,L5,L5,L5,L5
icosa-foundation/open-brush,89,VF,AF,VF,SD,VF,VF,IIV,ICFM,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
icosa-foundation/open-brush,97,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
icosa-foundation/open-brush,190,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L1,L3,L5,L3,L3,L3
icosa-foundation/open-brush,271,SD,VF,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
icosa-foundation/open-brush,287,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
icosa-foundation/open-brush,301,VF,VF,VF,VF,VF,VF,GCE,GCE,TDI,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
icosa-foundation/open-brush,323,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L3,L3,L3,L3,L3
icosa-foundation/open-brush,393,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L5,L3,L3,L3
icosa-foundation/open-brush,420,VF,VF,VF,VF,VF,VF,TDI,TDI,TDI,TDI,TDI,TDI,L5,L5,L5,L5,L5,L5
icosa-foundation/open-brush,427,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
icosa-foundation/open-brush,457,SD,SD,SD,AF,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L1,L4
icosa-foundation/open-brush,467,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L3,L3,L3,L3,L3
icosa-foundation/open-brush,472,IC,IC,VF,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L5,L3,L3,L3,L3,L3
icosa-foundation/open-brush,480,IC,RA,SD,SD,SD,SD,ICFM,GCE,ICFM,ICFM,GCE,ICFM,L3,L4,L3,L3,L3,L3
icosa-foundation/open-brush,487,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,UPF,ICFM,L1,L1,L1,L1,L1,L1
icosa-foundation/open-brush,504,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L2,L4,L4,L5,L4,L4
icosa-foundation/open-brush,529,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
icosa-foundation/open-brush,569,RS,VF,SD,SD,SD,SD,RLM,TDI,RLM,UPF,RLM,RLM,L3,L3,L3,L3,L3,L3
icosa-foundation/open-brush,582,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L5,L5,L5,L5,L5
icosa-foundation/open-brush,680,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
icosa-foundation/open-brush,685,RA,RA,RA,RA,RA,RA,TDI,ICFM,TDI,UPF,TDI,TDI,L5,L5,L5,L5,L5,L5
icosa-foundation/open-brush,722,AF,AF,AF,SD,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
icosa-foundation/open-brush,806,RA,RA,RS,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
immersive-web/cardboard-vr-display,21,VF,VF,VF,VF,VF,VF,TDI,GCE,GCE,GCE,GCE,GCE,L5,L5,L4,L5,L5,L5
immersive-web/cardboard-vr-display,42,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
immersive-web/webxr-input-profiles,127,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
immersive-web/webxr-input-profiles,136,AF,AF,AF,AF,AF,AF,UPF,RLM,UPF,TDI,UPF,UPF,L4,L4,L4,L4,L4,L4
immersive-web/webxr-input-profiles,226,SD,SD,SD,SD,SD,SD,UPF,UPF,ICFM,UPF,UPF,UPF,L2,L2,L2,L2,L2,L2
immersive-web/webxr-input-profiles,232,AF,AF,AF,AF,AF,AF,RLM,RLM,IAC,GCE,RLM,RLM,L4,L4,L4,L4,L4,L4
immersive-web/webxr-input-profiles,268,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,RLM,ICFM,L1,L1,L1,L1,L3,L1
immersive-web/webxr-input-profiles,273,SD,SD,SD,SD,SD,SD,RLM,RLM,IAC,RLM,RLM,RLM,L2,L2,L2,L2,L2,L2
